Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Mortality_Rate,Gender,Race,TopicID,LocationID,Y_Lat,X_Lon
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,362.9,Female,Black,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,112.8,Overall,Hispanic,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,134.4,Male,Hispanic,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,90.3,Female,Hispanic,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,431.3,Overall,Overall,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,546.9,Male,Overall,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,340.8,Female,Overall,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,431.3,Overall,White,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,543.1,Male,White,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,341,Female,White,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,464.5,Overall,Black,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,609.5,Male,Black,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.3,Overall,Asian and Pacific Islander,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,192.9,Male,Asian and Pacific Islander,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,135.1,Female,Asian and Pacific Islander,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,122,Overall,American Indian and Alaskan Native,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.4,Male,American Indian and Alaskan Native,T2,1,32.7949,-86.8267
2017,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,86.8,Female,American Indian and Alaskan Native,T2,1,32.7949,-86.8267
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,383.2,Female,Black,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,158.3,Overall,Hispanic,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,173.2,Male,Hispanic,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,141.6,Female,Hispanic,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,235.2,Overall,Asian and Pacific Islander,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,236.6,Male,Asian and Pacific Islander,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,225.1,Female,Asian and Pacific Islander,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,428.7,Overall,Overall,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,536.7,Male,Overall,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,339.5,Female,Overall,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,431.9,Overall,White,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,541.8,Male,White,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,340,Female,White,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,482.3,Overall,Black,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,616.8,Male,Black,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,133.8,Overall,American Indian and Alaskan Native,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,125.3,Male,American Indian and Alaskan Native,T2,5,34.8982,-92.434
2017,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,136.8,Female,American Indian and Alaskan Native,T2,5,34.8982,-92.434
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,282.4,Overall,Overall,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,367.4,Male,Overall,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,220.6,Female,Overall,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,White,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,White,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,White,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,Black,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,Black,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,Black,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,Hispanic,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,Hispanic,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,Hispanic,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,Asian and Pacific Islander,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,Asian and Pacific Islander,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,Asian and Pacific Islander,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,American Indian and Alaskan Native,T2,60,-14.2766,-170.36700000000002
2017,AS,American Samoa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,American Indian and Alaskan Native,T2,60,-14.2766,-170.36700000000002
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,269.6,Overall,Overall,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,339.4,Male,Overall,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.9,Female,Overall,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,280.8,Overall,White,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,352.9,Male,White,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,216.2,Female,White,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,327.2,Overall,Black,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,389.2,Male,Black,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,270.9,Female,Black,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.1,Overall,Hispanic,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.2,Male,Hispanic,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.4,Female,Hispanic,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149.8,Overall,Asian and Pacific Islander,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,182.9,Male,Asian and Pacific Islander,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,128,Female,Asian and Pacific Islander,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,277.4,Overall,American Indian and Alaskan Native,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,385.4,Male,American Indian and Alaskan Native,T2,4,34.2921,-111.664
2017,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,199.8,Female,American Indian and Alaskan Native,T2,4,34.2921,-111.664
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.6,Male,Asian and Pacific Islander,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,91.5,Female,Asian and Pacific Islander,T2,9,41.6179,-72.7254
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,138.2,Female,White,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,534.9,Overall,Black,T2,11,38.9005,-77.0159
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,275.5,Overall,Overall,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,350.4,Male,Overall,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,214.4,Female,Overall,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,311,Overall,White,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,394.9,Male,White,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,240.5,Female,White,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,416.8,Overall,Black,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,525.5,Male,Black,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,329.7,Female,Black,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.5,Overall,Hispanic,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,275.8,Male,Hispanic,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.5,Female,Hispanic,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,168.6,Overall,Asian and Pacific Islander,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,216.9,Male,Asian and Pacific Islander,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,131.2,Female,Asian and Pacific Islander,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,316,Overall,American Indian and Alaskan Native,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,406.3,Male,American Indian and Alaskan Native,T2,6,37.2414,-119.601
2017,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,240.1,Female,American Indian and Alaskan Native,T2,6,37.2414,-119.601
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,701,Male,Black,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,420.6,Female,Black,T2,11,38.9005,-77.0159
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,127.1,Overall,Asian and Pacific Islander,T2,9,41.6179,-72.7254
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,243.7,Overall,Overall,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,307.7,Male,Overall,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,190.9,Female,Overall,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,247.3,Overall,White,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,312.6,Male,White,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.3,Female,White,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,310.5,Overall,Black,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,381.1,Male,Black,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,247.7,Female,Black,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,212.5,Overall,Hispanic,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,272.1,Male,Hispanic,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.4,Female,Hispanic,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,142.4,Overall,Asian and Pacific Islander,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,164.1,Male,Asian and Pacific Islander,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,126.6,Female,Asian and Pacific Islander,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,254,Overall,American Indian and Alaskan Native,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,295,Male,American Indian and Alaskan Native,T2,8,38.997,-105.54899999999999
2017,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,216.1,Female,American Indian and Alaskan Native,T2,8,38.997,-105.54899999999999
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,276.6,Overall,Overall,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,350.3,Male,Overall,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,220.1,Female,Overall,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,282.2,Overall,White,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,357.3,Male,White,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,223.7,Female,White,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,298.8,Overall,Black,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,393.2,Male,Black,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,235.6,Female,Black,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,188.6,Overall,Hispanic,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,240.3,Male,Hispanic,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149.4,Female,Hispanic,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,132.4,Overall,American Indian and Alaskan Native,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,American Indian and Alaskan Native,T2,9,41.6179,-72.7254
2017,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,American Indian and Alaskan Native,T2,9,41.6179,-72.7254
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,380.8,Overall,Overall,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,471.3,Male,Overall,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,310.3,Female,Overall,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,175.7,Overall,White,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,217.1,Male,White,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.7,Overall,Hispanic,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,231.1,Male,Hispanic,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161,Female,Hispanic,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219.5,Overall,Asian and Pacific Islander,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,352.7,Male,Asian and Pacific Islander,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146.7,Female,Asian and Pacific Islander,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,American Indian and Alaskan Native,T2,11,38.9005,-77.0159
2017,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,American Indian and Alaskan Native,T2,11,38.9005,-77.0159
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,309.2,Overall,Overall,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,394.4,Male,Overall,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,239.6,Female,Overall,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,313.6,Overall,White,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,398.2,Male,White,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,243.4,Female,White,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,340.9,Overall,Black,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,454.2,Male,Black,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,256,Female,Black,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,151.8,Overall,Hispanic,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170,Male,Hispanic,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,135.9,Female,Hispanic,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,107.2,Overall,Asian and Pacific Islander,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,156,Male,Asian and Pacific Islander,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,Asian and Pacific Islander,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Overall,American Indian and Alaskan Native,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Male,American Indian and Alaskan Native,T2,10,38.9952,-75.5014
2017,DE,Delaware,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,,Female,American Indian and Alaskan Native,T2,10,38.9952,-75.5014
2017,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,303.8,Female,Hispanic,T2,15,20.2408,-156.326
2017,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,236.9,Overall,Asian and Pacific Islander,T2,15,20.2408,-156.326
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,280.4,Overall,Overall,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,357,Male,Overall,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.9,Female,Overall,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,291,Overall,White,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,372.2,Male,White,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219.2,Female,White,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,331.3,Overall,Black,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,403.6,Male,Black,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,275.5,Female,Black,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,228.7,Overall,Hispanic,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,295.5,Male,Hispanic,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.7,Female,Hispanic,T2,12,28.6588,-82.49700000000001
2017,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146,Overall,Asian and Pacific Islander,T2,12,28.6588,-82.49700000000001
